Date,COP,KWEB,ABNB,RXRX,AAPL,VRTX,ASTS,XSW,GS,RGTI,XLF,DUK,OKLO,UFO,REGN,LMT,QBTS,BABA,EOG,XOM,BEAM,ITB,ARKX,AMGN,AIQ,QTUM,PHM,MU,LIN,TOL,NLR,RTX,AEM,IPAY,MARA,XLI,APD,IDNA,RIOT,VRT,INTC,PACB,AXP,LEU,AMZN,MRK,XHB,PEJ,SNPS,SHW,XLP,DELL,ADBE,TWST,RCL,OKTA,DTCR,SO,UNH,LLY,MS,GLD,STX,LUNR,MAR,FTNT,SMR,COIN,V,MRVL,WFC,KO,WGMI,CDNS,TSM,TXN,IBIT,CIEN,MAGS,QCOM,PLTR,CVX,BIIB,GRID,TAN,JPM,URA,FSLR,COST,FINX,OIH,RKLB,XLRE,AMAT,ZS,XLV,BWXT,LHX,GD,HOOD,XAR,NOC,BAC,WPM,GOOGL,NXT,EDIT,CRSP,PPA,ICLN,JNJ,XOP,CCJ,XBI,JD,KTOS,ASML,KBE,CIBR,GDXJ,IONQ,PDD,PEP,TSLA,ABBV,INTU,FCX,NUE,SPY,CRM,NEM,ENPH,CEG,DAL,PG,MSFT,VST,BEKE,DHI,HACK,ETN,SLB,META,BUG,PFE,COF,B,GDX,UAL,URNM,SMH,CQQQ,PYPL,XLC,AMD,IBB,BIDU,IAI,KBWB,NEE,NTLA,RUN,ITA,NVR,ORCL,AVAV,ARKG,GILD,MA
2024-03-06,4888700,24425300,5167900,5200500,68587700,1222300,2521300,87400,2692400,6735900,58459500,4229900,227400,3100,366800,775300,7270100,19785300,3762700,20472800,1041700,1305800,38500,2240200,690100,55100,2046500,14232400,2599800,1804300,74100,5563800,5381900,17200,66880700,8644800,2325400,55200,26071900,5829700,52652000,16200400,2727900,152400,32090900,8251400,1837300,121000,787800,1097600,11816200,10569100,3209800,791900,1702300,2737500,48700,4629200,5577500,2518600,25614600,10459300,5282100,5059500,1314700,7401200,4808300,17936700,4535200,16829500,25418600,12378800,452400,1206500,22292700,6312700,45934300.0,4069100,197700,12230500,207386900,14692100,1441400,25000,1153500,7572900,2648600,1795200,2400600,57300,215400,5275300,5483600,5642400,4348100,8085300,539500,683300,585100,13102400,89600,546100,49149700,3120400,35318600,3379100,1868200,1090400,181800,2503900,5773700,3031900,3280900,9390300,54459300,1147100,1304500,7021500,1086000,7163200,9924300,11791400,5302500,107920900,6047100,1070900,11704200,1038200,68382400,8270000,13627000,2858900,2073600,6435500,5405700,22344100,8495100,8012700,2364600,102700,1723900,7861000,11757900,219100,84919500,2182400,27433700,28673000,5927700,371700,11245400,136700,17187400,6833300,86687000,1333500,3788500,14700,2080900,11074900,1698500,14557400,371800,16600,6706400,1432400,2170500,6170300,1917100
2024-03-07,5097300,16165000,3810300,6012300,71765100,923300,3219100,20900,2033100,13293200,35505100,2610600,38200,5300,380500,1085800,8225500,12374700,3482100,15195400,924600,1358300,63800,4066300,1200800,38300,1864200,24843300,2514000,1450800,37800,6778500,2562100,89700,58499200,7936800,1993000,60300,21504500,5393700,50378200,16133600,2974100,218500,34063300,8982200,2754900,68800,756000,1581400,9174900,9644300,2660500,618500,2351300,3501000,42700,4896000,5102000,3977400,9145700,8403700,4626700,6462000,1197400,6314300,2221900,10553700,5668500,30723300,18116300,13686900,383300,1177200,34675700,5980400,41450800.0,13566200,165500,14495100,117519300,8739300,1150300,36000,622500,7618300,4663600,1106700,4187900,247700,290500,4794900,5077000,6363100,3349400,6438300,720300,956400,761600,9854700,85100,796300,35900700,1969100,37738200,2362000,2198500,1202500,167800,2398400,5188700,2146500,6182700,7479800,17507700,1246000,1580300,2081200,1176400,6816400,12945000,6558100,5801600,102129000,6125200,903200,12895700,945400,58652100,6788900,10845300,2711400,1967800,9519200,4783900,18718500,5436300,4966600,2985400,121400,1869100,8501400,18586400,172700,46423800,1594000,22814400,25808800,5597200,705600,13524400,280900,19447900,6460500,63869000,1824500,3646400,17500,618800,10227300,1055200,9432900,274300,27700,7670100,742200,1990400,9902800,2178100
2024-03-08,5227600,21249200,4105700,6245200,76267000,814800,3612100,17900,1657200,16560100,47266600,2266700,68700,3900,354400,763200,8002500,16430400,3141400,16281500,734200,1235500,61800,2251100,1074400,72200,1284900,22379000,2469200,1294800,55900,5727600,2966700,44400,94269600,10157100,1726700,23500,28611900,7610700,54916600,6223000,2242800,188700,37893200,9822700,2927400,43600,724700,1297500,13301600,11015200,2833200,617100,2451600,1864600,63500,3705200,4673600,4054900,9689300,13540100,2746900,4410700,1276800,5278900,7386000,21884000,3928800,40992400,17872500,13239000,461600,1313100,43856900,5632600,89934000.0,3413400,218400,11318000,84256100,7528400,1657800,55800,1265200,6172200,4624200,1625100,8590200,72800,226100,4892000,7551200,6940800,2845100,7802500,764600,870800,696900,20002800,56500,475600,42769900,2240400,39370400,2795700,1691000,1614600,128900,3690200,5284000,2870300,6576300,11121000,26012100,973100,1638500,2291900,458100,6961900,17133600,15225500,6065300,85544600,6195600,1054500,7670800,1210600,86532500,4851600,13746200,3280400,3196900,8222400,5080200,18002200,8957500,10798300,1941500,108000,1894400,7026500,18597100,193200,45906600,1960000,23965500,32729200,7734100,710800,22519200,233100,18283500,8710000,120815200,2040400,2326200,230400,667100,12735600,977300,13659700,352100,18200,8312900,837600,3586400,9519000,1596900
2024-03-11,5899300,24928200,3149600,5551000,60139500,1263500,2926800,13000,1654200,8240000,36233100,1966900,75300,5800,355600,951000,2991500,13510400,3784200,17577300,957700,1614600,42400,1851000,938400,43700,1464400,15673300,4251500,1182900,15400,7273200,3716400,24400,82992200,9179300,1452000,40200,26591100,11753400,35051000,5338800,2808200,182700,28484800,7769300,2308700,23500,656400,992700,9316500,5936800,2857800,490600,2011300,1976600,39800,3490900,4410100,3968900,4737200,7329600,2602100,5473700,1176500,3139300,8678300,20296400,4614000,20587300,16622000,14114300,710500,1119500,29227100,4207300,74430400.0,3007600,157700,7256300,60829300,7577100,1218200,129900,1477100,5762600,3238700,1744200,3762500,342300,542300,7305400,4594600,6566600,1825900,7723800,566700,672200,559700,14947000,81800,552500,34131500,1625400,32437800,2756000,1598800,1417700,263900,2701700,4620800,3034200,4034300,9126400,21510900,821000,1432100,1655800,746000,7161300,11908300,11018000,5404800,85391500,5134800,1045700,9599800,1169900,62557200,4895500,20370400,2539100,2601700,8031400,5170900,16120800,8162400,10876700,2458000,68100,1656600,10392700,20428300,143700,52600100,2001100,24871400,28314000,7371000,439100,12843800,193000,11172700,6934200,73098600,1237500,3297700,8700,524300,9681500,1229600,9873300,476400,18500,20438300,398700,1948600,7394900,1774500
2024-03-12,5653000,34019100,3945900,4921000,59825400,888800,3374700,4900,1703900,15306000,53199300,2878100,144200,10300,359000,825100,9923800,13314700,4069300,14957200,2016500,2340400,58200,1738700,748900,36500,1528400,14993700,3259400,1526900,22900,9439800,3531200,45100,65064400,9125300,1632600,30100,20966500,7662700,31795800,7856800,2067700,189600,36610600,11621800,2192500,19800,622700,1305100,10454900,6570000,3469200,759300,2493500,1456600,23800,3255400,4153800,2701700,5110900,9436600,2893900,2583700,1270900,3858500,4323800,14666200,7988700,16875600,23622800,12684600,489900,1357000,21218500,5802600,98022800.0,2870500,136800,7642200,75202600,6432900,1068900,35200,1103700,5708400,2501200,1681500,3727400,56700,319500,8475600,5669000,7211300,2305000,7143700,797800,926000,845000,13396500,90100,1213600,29260400,1975000,27563400,3034600,1459400,1410200,169700,3744700,8018700,1799800,3718600,10485600,24082700,834400,1165200,3317500,2167400,7326200,8330300,10782800,6158500,87391700,5391100,1097300,8841400,1073400,73114400,4832000,14192200,4504500,2617000,15141900,4229100,22457000,5732900,25683200,1773900,52800,2063200,6986100,15448200,106200,48758200,2262900,19584100,25334200,12149800,350100,10410300,288000,13485100,7405100,68951700,1428900,4533200,22400,583500,9634400,1313200,17323100,802100,15800,48536100,296100,1831700,7056300,1853900
2024-03-13,7685400,27130800,7502800,7248700,52488700,764500,5922400,37500,2370600,11703200,43471400,3519200,74200,15400,386200,987100,9709100,15319800,2941800,17122200,1053600,1165800,40400,1641000,752100,43800,1988300,16732600,3240000,1423100,31600,8664500,3384000,38800,49994400,8009300,1144500,20000,19500900,8822900,53195900,13781800,2693100,268900,30772600,9186000,2528800,27600,894200,1835200,9739500,7162000,3466000,728900,3621400,1393900,34900,5086200,3669000,2357500,10345800,5930000,3737300,3448800,1804700,4078200,8079900,17329800,5783800,27385900,17444900,13909500,650700,1291400,12923100,5199500,59347000.0,2765600,109800,8730500,59713000,8065600,1481100,32200,647400,7795500,4394300,1351500,2270300,267000,407200,7220000,6245300,5050300,1753200,7874200,1158100,1406900,829800,15815100,57000,698500,38289600,1599800,23347200,3869100,1329800,1228300,116800,3167800,6260000,3609400,9191600,6543900,25266600,990300,851100,1908300,957800,6903600,7588000,12512700,4585800,106524500,5987900,954900,26393300,1825500,55104100,5548800,15764600,4057400,1639000,12386600,5410500,17115900,5365800,14106400,2396600,70900,1891100,8861000,12090700,153200,39273000,1974800,19908600,24676600,7885400,945000,9835800,333400,19983400,5496500,70526900,1248100,4797400,10700,506100,17495300,1523700,17199600,298100,18500,15870300,230900,1152300,6003000,2103900
2024-03-14,7800800,21094800,5078100,10143000,72913500,1031200,3451900,15900,3029500,10442600,65563400,3540900,79900,6700,507300,1153600,4499500,18923500,2970100,22121000,1792100,2920000,150600,2370500,755700,33700,2828700,16718900,3551300,1835900,43800,12161400,2196900,24000,61409600,9684800,1416100,39700,21896100,9816100,38100000,11894700,2417900,185000,43705800,10132500,4839700,152100,732600,1417100,14086100,8069800,5908100,789800,2406000,1552700,15800,4212500,3378500,2647500,9235300,6865000,3321400,2722000,1711000,6500100,9205400,18789300,5484500,21934700,24851100,13996600,444900,1038600,14961900,5028200,99521100.0,1881600,100800,8151000,49214800,9047200,1611500,48600,1553000,10310900,4213700,2717900,1826100,53700,758200,7492900,10442800,4934900,1220700,9605700,723400,1618900,839800,48665200,171400,669900,40178100,1727400,42753400,4054400,1471400,1731200,98400,3319600,6988300,4023400,5334800,16208200,16774200,1063900,876600,2872800,892900,10061100,7697100,8818600,5155300,126325700,6999400,1129100,16004500,1487500,110171800,4828800,18926700,4212300,3012300,9658300,5848100,34157300,6297700,16423100,5424700,96900,2236400,9387200,12620000,128200,36428000,2248400,16563200,22337700,7293500,769000,11440100,132900,19342000,7210300,84490500,2746600,2693000,45200,550300,16996100,2034500,19733200,350500,25000,10965900,406900,3202300,8399300,2757700
2024-03-15,17549000,17849100,7153800,11301500,121752700,1905700,10448300,2700,3763900,6923300,67568000,6197000,131300,9800,1090500,5151300,3309500,10233700,16696600,38264400,3022600,1746000,30900,8795800,801100,24900,4465500,29579500,33347400,4130000,16600,35743600,4153200,17300,58173500,10739900,2369600,28000,26319000,8130500,66952900,6658300,5267900,200900,72147400,46477400,2759000,19200,1348300,1623800,14248300,9159700,19580800,1005600,2953100,2938900,24800,8653700,5713500,3730100,20363000,4556700,6079500,5355700,3709700,10118000,8760400,17256300,9845000,18474800,40782800,36849900,451500,2606600,22751200,19078800,68768300.0,4335600,118400,16414600,61421000,20387200,2407100,35300,887000,17214200,3542500,2438700,3390700,55300,292300,14500700,9639600,9936400,2665900,10570500,1534700,1872500,1305900,17775500,61400,1000000,69646400,3437100,49475400,7273600,6638500,1940100,86000,3633200,13165500,3684600,6702300,12508200,18122100,2938700,1727400,5367600,915500,4613700,6442900,10541800,21887300,97146800,20957800,3145800,33978700,3369700,107646300,11885100,53029600,4748500,4532000,8026800,10956900,45079900,8450700,9270700,7783700,132500,3024600,16719700,29153600,145600,75727900,4262000,20414000,22359900,9156500,838500,11402000,67800,20040000,8166300,95289500,2384500,1970300,11500,1137900,32424500,2031400,15871900,498900,39300,17844900,1295400,1792700,13963700,4179300
2024-03-18,4827900,13491700,4296900,11375200,75604200,926300,4602300,11100,2069000,6489900,39140600,2736700,803200,7900,360200,965300,7047300,8542500,2269800,16770500,930500,1160900,60500,3608300,647200,31400,1596400,23140300,3026400,1128700,19100,7075400,2846300,16900,51913100,7178800,1172400,12200,16502000,12558000,27668300,4732300,1893000,169100,31250700,8311900,1643900,19900,1085400,1083200,10229000,7403800,7052700,634200,2786700,1633100,40100,2688800,2970500,2521400,5960000,7206800,2265400,2243600,1915300,3909000,19603400,9734500,4095600,11330500,16376500,15856700,249700,1244100,14732900,5213800,53201600.0,1858100,212200,6653700,44083000,7242700,1356500,107300,1258900,9013800,2646200,1422100,1595200,442100,403200,12878000,4971000,5062300,2591000,6407000,597800,1441200,865300,13180600,66100,540800,50617900,1885500,69273700,4267700,2658300,1221700,116900,2841900,6602300,2129700,4513100,11472200,15992200,1002900,821400,2331000,800200,4562400,5450600,10711300,10478500,108214400,8569000,1811000,14482200,1083000,88893300,5240500,14967400,3419400,2006800,8313200,6086300,20106000,5771900,9062000,2476700,68700,1557200,5667300,11755300,104500,36226500,2799200,12186700,25774500,5685400,388900,8671700,126800,14219900,5360600,59306900,1673700,1673000,17700,432400,17073700,1577000,12249300,419500,17900,12231400,556400,1568300,6939600,2072300
2024-03-19,4457800,18082500,3420700,6475000,55215200,859900,3011900,11500,1858200,12160500,36748300,2492600,132400,4500,365300,898700,4890000,8164200,3304100,14878800,947500,856600,59300,3037500,645000,73400,1635300,21054700,1883100,1016400,12700,7998800,2507500,15700,47831700,8842400,1156600,22100,17173600,12532800,34673000,11990300,1817600,135300,26880900,11696600,2589600,33000,1557500,855800,10245900,7971700,7081800,441500,1689600,1120300,48700,3848600,2511700,2557100,8546400,4657500,1894200,3143800,1164300,3059400,15098800,12928500,6595200,19428300,14504800,15030600,312100,1997300,17341100,5640000,69685200.0,1409000,421400,7404400,43247200,7736700,1518800,67800,603800,8478700,3554300,1879300,1322700,58200,458200,6529400,5255100,4624500,2085200,5240200,511500,1755900,703500,14724400,54500,726800,46113800,1477200,24070400,4514700,1993400,1294600,120700,1883100,7840600,3062900,3398400,10926800,13498600,726600,817600,2043000,936400,5496300,6808900,10253000,7653700,77271400,7625600,1675700,13528600,1094800,60755300,3329900,13681800,2406100,1922200,5358600,6148100,19837900,5980100,8778600,2918400,101500,1462100,7467600,10903100,148600,29026600,2282100,20044100,28698900,5175500,362300,10606900,68500,9089300,4777100,83509500,1300100,1541800,12400,342400,11433900,1076800,10078900,324000,19700,10221000,508100,1382000,8661700,2049500
2024-03-20,3597000,26927500,4766300,5435000,53423100,796300,3278400,7700,2157400,8733600,52255300,2682200,53500,9600,579300,845000,5505700,11123200,3139300,16119700,1063100,1203800,57000,2564500,857700,41000,1512700,39807400,2146400,1201200,14400,7854200,2834100,18500,74376900,10400900,2848600,28300,28659500,6214900,74865000,6380700,2249700,192800,29947200,9793200,2832500,245500,1135000,1222700,10986100,9600200,4239600,566400,3017900,1317300,72800,4251000,3548200,2038000,10811700,9593800,2319100,3388100,1630400,4230300,18256100,13834300,6105000,14717300,22841600,15258800,540300,1297700,12750200,4404600,71309300.0,1354700,183400,5995800,40273800,8449100,945000,36400,1221400,9367000,3408900,1405900,1398700,41600,354700,10242800,8678200,4278000,1696800,8268200,527800,967000,1043400,14773200,56300,617300,40519000,2074200,21311500,3620800,2354300,1283200,126100,3665000,5982300,2382700,2711000,13234500,14761800,1098000,838600,3142600,729700,9721200,5210900,45616100,5046700,83846700,7326600,1335500,20140800,1090200,69594600,4946600,11577700,3435600,1969200,9632600,4870300,17860100,7788500,9267200,1738800,66500,1946500,6819300,11711100,149200,34468000,2341000,18274700,35671400,8628300,664700,9158100,131800,12641400,4432700,81773100,1948000,2428200,173500,746500,14564500,947600,15602500,338100,21400,8373300,453500,2383700,7311400,1691100
2024-03-21,4925600,19647900,5986500,8042200,106181300,895100,4358700,5900,4613800,6144500,49209200,2744900,100900,4100,435100,912100,4262600,11860700,2675100,14878000,1154800,2660100,165600,2489400,842000,49100,1625600,89554100,2723800,1467800,15900,6477500,4308700,22200,64872600,9965100,2328600,10300,21698200,11019800,50807600,6825700,3523700,147500,32824300,8156300,3335600,29200,1814000,1332200,8936100,11678000,5206600,645300,2654800,1070200,32700,2864700,3693400,3013200,13659900,7396500,3747600,10281200,1530800,3716300,10160700,16199900,5057600,17415900,18141700,13067100,341400,1907500,17809400,4371600,47085900.0,1397000,335900,8497500,37099600,7899100,1001100,248800,757600,11203800,2138200,1693200,2106900,88400,343700,8974100,6263500,6145200,1701900,8865300,362400,1242900,1084100,16075900,62100,798000,43219500,2463200,24755600,3292900,1985800,1485900,137500,2799200,5915800,3120500,3030300,9802000,15520700,1060200,1112400,2028900,865300,8405000,4876200,19340900,4343000,73178000,5743600,1347500,17023900,1591500,60256100,6083900,13157300,3261200,2212100,9868900,5211500,21296200,6271500,6097100,2398100,159000,2167400,6457200,9712500,205100,29633700,2401500,26790800,34092100,5582800,366800,11728000,152200,14022100,5377200,75265600,1635400,2564200,15900,802200,18090300,1339600,17231100,259200,23900,17842400,310400,1168100,5836900,2580300
2024-03-22,4976100,18239400,2837000,3695400,71160100,821700,3290300,10400,2190300,5514800,32033000,2308600,77800,6400,274400,1008300,3348500,12771500,3152700,14701900,689000,991200,68600,2303100,530200,25900,1645600,37281400,1687400,903900,14400,6802000,1636900,26400,37475300,6771100,1153800,32100,15608800,6338800,28503100,5732500,2284700,121700,27995400,7022500,1743600,18400,1242500,889300,10942300,4711400,5413600,651500,1563700,1448600,18200,3137900,2847300,1981000,5909300,6918500,2454100,10723100,1282800,2832800,6255000,9828200,8744100,10233800,13736600,11502800,348800,1751900,9944100,4177200,39957400.0,1849600,113800,5645500,25453000,5974700,1070900,44600,569200,8108800,1703800,1016100,1794100,37700,366700,8715700,4402500,3829200,1633200,5537200,503000,837500,730600,11310900,48900,615400,29001100,992800,29211800,1578800,1267900,1024400,121500,2507600,7248600,2281600,2573300,10423100,13891700,809400,692800,3269900,548500,5906900,3168800,12437100,4106400,75580600,4084400,838600,14515000,873300,79070800,3779000,9521400,2236800,1608400,6666100,6393200,17648500,5790500,7458800,1673800,110100,2046300,9009500,8120600,109500,28830100,1847700,21400500,21654900,4994400,201700,5350200,193800,10208100,3214200,57899100,2043400,6098000,12400,475300,10046300,813200,8683200,275200,19100,6660000,162700,2351200,7730500,2277800
2024-03-25,7054400,13813000,3216100,3831100,54288300,732800,2527000,8900,1683900,6336800,31784000,2016000,397300,6200,322300,775000,4525900,12422100,3245900,14011700,409700,736400,60500,2954400,533100,35000,1107300,55766100,1391000,662400,15500,5229300,1765500,12100,64877100,7658200,944200,31100,25910300,7094700,47276500,4328300,2119500,227000,29815500,7605800,1518400,25000,1328000,1168800,11003700,6152300,4277000,535500,2407000,885500,27300,2065200,2786100,1806600,3670400,4034800,1835000,4626300,856000,3296100,6409900,13941700,8519200,9915500,15028200,13144700,416900,1305800,9922200,3298600,64562000.0,1402000,111200,5682500,29255900,6058700,725900,33600,781000,8620000,2043300,1152900,1604700,30500,343200,4500100,5661600,3137600,1214000,5253000,635300,744800,776500,15708500,63200,446900,30480200,1046300,19229300,2346800,1171100,909500,122400,3223500,7498100,2645300,3623700,8751000,14936900,893500,860900,1666400,560800,5032700,3969800,12844900,3941900,74228600,4366400,1020900,7754800,951100,48512100,4141200,9284100,2802700,3570600,8827000,7145600,18060500,8282300,8320000,1621100,133100,1703600,7975300,8380600,89400,31110600,2376300,13644800,17643300,13422400,476900,4938900,208300,10224300,3732500,71935300,1117500,6544800,16500,512100,11423500,733800,8378800,253800,14200,7446100,310200,1809900,5543800,2600300
2024-03-26,5203400,10987100,2747700,5067200,57388400,952400,1992700,5900,1407000,7307100,30135500,2823100,966800,4200,386800,766700,3548800,10881900,2957000,13152300,578300,431600,72500,3343000,537700,22900,1360900,44295100,1265300,879900,6600,5474300,1896700,11100,42142100,7292700,1097100,225400,18325200,8377100,39109700,6475200,2106400,168900,29659000,8864400,1105600,37500,1024000,1127200,7964400,7389200,2813300,637100,2073000,1504900,24600,4360500,3113300,2099000,4211900,5752700,7346800,10146800,1351400,3312400,6105500,10316200,8752400,13401300,11445900,13277400,338000,1266800,10786400,5898300,44351400.0,1392100,271400,5289900,43610500,6677900,1589800,59300,717400,5961500,1594600,1229600,1353500,24900,211500,8577200,6160300,3607400,1483300,6942400,624200,583300,567700,12760300,56300,503900,33673400,1090600,22149100,2311700,1850800,836000,357000,4266800,6864100,3552300,2082100,10801400,8388900,708800,706000,1347300,681300,5299600,5806300,9556000,4593000,113186200,4392400,1002100,10490000,1015600,65463700,3893900,9555900,2551300,4228700,7468400,5842700,16725600,7808400,8496800,1391000,87700,2247200,5912600,11205400,132100,38220300,1729900,16446400,13428600,8598600,371600,6402500,118400,14826400,5441600,65322400,1146700,4040400,21600,241200,13829600,978500,8376000,356200,16600,7063900,284000,1641300,5362800,2515100
2024-03-27,3847800,18266600,3921900,3999400,60273300,905400,2312400,6000,2353600,7469900,36670300,3166200,465000,8500,314800,1277700,4125700,13281300,2197300,12415700,780500,831700,35600,2256300,602200,33500,1407500,29320700,1590600,652200,8200,7267800,2222600,22800,58349700,7162900,926600,17100,18676600,7800500,51017800,7539300,2153100,121800,33272600,16061600,1854100,29300,871300,958500,9848100,4376000,4228400,514200,2821900,1412900,17900,4328300,2653100,2297700,6394500,6041000,2762500,7190800,1302300,3535000,16605900,11092600,5190700,22855100,13762800,12551200,327600,1075900,13842800,4272300,46746900.0,1296900,124800,6309700,38600100,7416900,1250000,37500,2099600,8725800,2032800,3378100,1246700,48200,195400,4884000,6711000,3123900,1319800,8797400,640800,1215800,746000,31268300,38600,823100,36350200,1299200,22879200,3094000,1281400,1340700,124600,6162700,8461600,2463500,2063900,12279400,16220900,915900,572100,2185500,546700,6527800,4185900,8372600,4911300,81804000,5073500,1119700,10700000,859000,82999800,3859900,10667000,4947100,2452100,10201400,6599700,16705000,5728400,7509400,1210800,75500,1874300,6995700,9989700,241900,34247600,2593100,28034300,26953100,10931200,201600,7614700,114600,10591200,4177800,55685600,1274000,3087500,30700,1050100,13409000,1200900,26530800,424000,14800,8115900,259700,1211400,7747600,2309400
2024-03-28,4657800,18901100,3416000,5441700,65672700,1092100,3986200,8400,2409700,4152600,41490200,2637600,618300,3000,461800,1119500,5934600,14073400,3310500,18482100,1329100,1396700,41000,2289900,946300,34300,1624200,21047800,1784900,1133300,14000,10701000,4762800,24200,86137100,7287000,1439900,21400,27988300,5077400,54204200,6566500,2295800,208400,38051600,10189700,1984700,20500,999100,995100,9172700,4153400,3897000,1187700,2770000,1000200,25500,4731200,3820000,3209400,6707700,9194500,3296300,6930400,999200,3922200,10421600,11201600,5844400,12474000,14619000,13683500,435900,1331700,10019400,4417800,44620800.0,1480200,136800,5324000,70008200,8331600,1912200,40100,1223600,8628300,2092000,2133800,1713300,25300,545300,6250800,5695400,5750100,1628200,8090200,675700,1193900,644500,16728200,36400,632500,42262500,1586400,24485400,3355000,1561200,1603400,108700,2876900,6181500,3929300,4247600,10295300,16331100,1288200,685700,2835900,415700,8494000,5696600,6942400,5710400,77654800,5418700,1163200,20169000,1051900,96294900,4892300,14877900,2968700,2050800,13599400,7191500,21871200,3826400,13385600,1740500,56700,1983400,8032400,15212800,251300,40466700,4039500,29336000,28716300,7587800,255200,3763300,101600,10775800,5294700,57628600,1441200,3016200,11000,442700,12830800,1053600,54243300,238400,17600,6587400,327800,2296000,8369500,2214500
2024-04-01,3036000,18658500,2496300,6625100,46240500,767600,7887700,12700,1863900,6086600,37537700,1859700,1625000,18100,360600,717100,4201900,14311700,2800600,13817000,1016700,2739000,78100,1868600,1040100,40400,1246300,44309400,1027300,969400,36500,9504500,6637000,11900,37253800,6905300,851300,32800,18326800,6376400,31712600,6081900,1616700,249900,29174500,5377600,2593600,16300,609100,992200,13205200,8064100,2056000,911600,2214500,1127000,32300,3147500,2928700,2921300,3416000,13677100,2672700,5668700,1178500,3003400,10859400,10010700,5084000,10137800,11039500,11668700,313200,901100,14222700,2303200,34652000.0,1235400,96000,6679100,41000000,6285700,850300,102200,1206900,7309000,4167100,1887500,1600700,43100,260200,5843500,8064400,3189700,1336400,7378300,482100,1228600,1742900,15674500,73300,794700,33908000,1394600,31730800,2022500,1246900,1078000,122800,3284300,4364700,3099100,7548000,11690600,11004400,1126600,1108500,1737100,570400,6838100,4462300,6163300,4815400,81562100,3502100,697000,10376000,907300,62477500,2918100,12495800,2084200,1977500,13772800,5971900,16316000,5401100,7572800,1966400,1470800,1213200,4871500,9247000,104900,26596600,1638800,29111600,27020600,8572500,974400,7896800,560200,9840500,5290700,74299900,1435100,3001700,178800,305000,13175200,878700,9952800,238200,14400,4133600,177500,1798100,3796100,1648200
2024-04-02,4969700,13574100,4000900,6851300,49329500,974700,11977700,5200,1976000,6587300,36359800,2305600,1002900,10000,438100,837900,5312500,17290400,3598800,19919600,1896100,3079200,64600,2220500,613100,44500,2025400,25026400,1451100,1450300,19500,6759600,4100800,192500,35079600,11049400,1227300,26300,19962400,6930200,32748400,7983300,1984500,208300,32611500,6584200,4372800,31100,739500,1608100,16269200,5503100,3083300,991400,5241300,1313300,19200,3829400,11867000,2596800,5245400,13421100,3246200,2684500,1252300,4711600,6468100,8817600,6912300,12361400,14632900,13017300,401200,1214900,9869200,3304500,34073400.0,1945600,159400,7436300,39770600,8815400,1462800,31400,1573900,7014700,3680800,1643400,2326700,53400,356900,12248300,7393500,4311400,1661900,10776400,491000,1336000,1839000,15975500,104000,801700,34806800,5737300,24586000,4302400,2221400,1499400,134300,5033400,6102300,3640200,4701800,14841800,12525000,961700,964000,1627300,745000,8435000,5192300,4791600,5158500,116650600,4523800,2119200,22037500,1012000,74230300,4746100,15006800,2504200,1875500,9990900,6771200,17912000,5143400,5750500,2425500,59400,2773100,18540100,11081000,358700,32451500,1924700,34453300,34459200,8149900,794100,5995000,272000,10329300,5271200,61598800,1384900,2000300,137700,268200,9905300,1931700,8761200,685800,17900,4862400,292900,2809600,6139000,3265100
2024-04-03,3707300,10398600,2288100,6047400,47691700,729000,7915500,13900,1549200,4651900,39715900,2278100,1833200,18100,413200,758600,3225400,11777900,3485800,16504300,1165500,1416800,93100,1669200,614900,22400,1461000,40130100,1449200,1139100,35700,15885400,2878300,38800,31025500,7589900,1009000,18900,19594900,8018000,83718000,7664100,2070100,241400,31046600,7741400,2129700,28700,758800,1095100,16094700,19390800,2604400,692000,1687300,1028300,73600,3798400,4460400,3044900,4821100,11416200,2585000,7039900,1071000,7868900,7072200,6670200,4536600,11338900,13226500,13672900,303800,1114800,9707500,3295800,29387400.0,1417100,90500,6943200,30357400,7819700,904500,46300,762800,9353400,4499000,1254800,3205500,47300,465300,7968900,5392200,3375600,1614800,8453400,876100,1375300,1296700,8633800,50200,1271600,33338500,3007900,24705000,2757400,1812600,996100,166600,3256200,8098200,2920900,7506800,9102300,10171200,799200,892100,1868900,813400,9563700,4364100,3669000,5828000,82950100,5893000,1566500,19957500,1308600,59155800,3047400,15548100,2917400,2555800,11209100,9601800,16502300,7145100,5197700,1646800,123300,2984500,13255900,12099200,91400,36828600,1949700,27933700,30509300,8664500,966700,5914900,124700,7176100,5158900,49835100,1116800,1918000,15000,341800,10551400,1163600,10643600,290800,18400,7430000,212800,1526700,5145300,2265000
