Date,COP,KWEB,ABNB,RXRX,AAPL,VRTX,ASTS,XSW,GS,RGTI,XLF,DUK,OKLO,UFO,REGN,LMT,QBTS,BABA,EOG,XOM,BEAM,ITB,ARKX,AMGN,AIQ,QTUM,PHM,MU,LIN,TOL,NLR,RTX,AEM,IPAY,MARA,XLI,APD,IDNA,RIOT,VRT,INTC,PACB,AXP,LEU,AMZN,MRK,XHB,PEJ,SNPS,SHW,XLP,DELL,ADBE,TWST,RCL,OKTA,DTCR,SO,UNH,LLY,MS,GLD,STX,LUNR,MAR,FTNT,SMR,COIN,V,MRVL,WFC,KO,WGMI,CDNS,TSM,TXN,IBIT,CIEN,MAGS,QCOM,PLTR,CVX,BIIB,GRID,TAN,JPM,URA,FSLR,COST,FINX,OIH,RKLB,XLRE,AMAT,ZS,XLV,BWXT,LHX,GD,HOOD,XAR,NOC,BAC,WPM,GOOGL,NXT,EDIT,CRSP,PPA,ICLN,JNJ,XOP,CCJ,XBI,JD,KTOS,ASML,KBE,CIBR,GDXJ,IONQ,PDD,PEP,TSLA,ABBV,INTU,FCX,NUE,SPY,CRM,NEM,ENPH,CEG,DAL,PG,MSFT,VST,BEKE,DHI,HACK,ETN,SLB,META,BUG,PFE,COF,B,GDX,UAL,URNM,SMH,CQQQ,PYPL,XLC,AMD,IBB,BIDU,IAI,KBWB,NEE,NTLA,RUN,ITA,NVR,ORCL,AVAV,ARKG,GILD,MA
2025-12-30,4553600,9907600,2406200,18023800,22139600,685900,17385300,4400,1833300,24875600,16160900,1834800,8195800,242800,383200,996400,36398100,6832300,2819700,11150500,881700,1032700,460500,1255900,980500,369600,1732700,23056400,1501800,537600,358800,1812000,1809900,13900,28454800,3810500,1077700,49100,13824400,3764300,61935300,5974600,1319500,615700,21910500,6497900,807500,19700,834200,913000,5610900,2754500,2252600,950500,921100,1121700,469700,2975100,4432500,1251500,2365500,10179000,1873600,15556000,877200,2493900,19445400,5652100,3366500,9583000,6417800,8610900,272000,1021400,6190600,3904600,44071800.0,1163000,1192400,3429300,23336300,5150500,609800,242900,951800,7904300,4670600,817500,1680800,96600,307400,30151700,7967100,2185100,736100,4355000,603100,416200,662500,16471600,211400,526200,17427600,1422700,17380900,1188900,1663300,1363800,140700,1470400,3937400,1308700,2140700,7879400,10284200,1276800,807300,1546600,553000,4847100,13552200,4967500,4713800,59238500,2348000,1192200,10055700,1414300,47160700,3291800,6024600,3907600,1198700,3807600,6006400,13944500,2220600,3532000,1301900,87300,1727000,7774500,9187500,286300,28821700,1399200,7546600,19494800,2071700,496400,2927000,581000,11277900,4396200,16409600,1208800,5125500,134100,1218500,4075900,2191300,4335900,430600,11700,14197400,715100,1215400,3256000,1512800
2025-12-31,3551700,8395600,2188100,15217400,27293600,693000,10438000,11300,1221500,23242500,22996200,1973900,6946600,179200,354800,669900,36165200,6116000,2377400,10559900,869100,1049700,458700,1417300,911100,375600,984200,17573800,1569200,596500,434900,2644600,1225700,22800,30543600,3691800,876800,10500,10971600,2575500,51524700,7065700,1469300,607700,24383700,7557300,1075500,24300,1177500,830200,5872000,2925700,2116200,859500,1026100,1386100,337700,3234300,4285200,1646700,3098100,10194700,1316800,11830500,1228300,2867600,16899500,6678200,3503200,7234100,7919300,8127800,310200,1022200,8175100,3426900,33834300.0,1170200,1593400,4682600,22997400,4953100,890400,212600,836600,5048500,2986600,1081700,1490000,56600,234500,17594200,6082600,3025800,993700,4199500,630000,522900,522900,15992200,162200,419600,16293000,999500,16377700,1037300,1709700,1383500,113500,6696900,4083800,1457200,1598200,7327700,8272200,2331000,561300,1154700,625600,3021800,11437000,3550700,4380300,49078000,3196900,948500,8776800,1133100,74144800,3367900,5415100,3141000,1234600,3233400,5293200,15601600,1845100,6110200,1403000,64100,1553900,6157100,7940400,339900,29409200,2090900,6411700,13174500,2124800,196900,2687300,369200,13027300,3003400,17591600,1761900,2363000,70200,867800,5036200,3021000,5249700,407200,14800,10341500,719300,1104500,3150200,1736500
2026-01-02,7005600,34557200,3863800,16227200,37838100,825300,19106700,33700,2817600,37387200,36087100,2619600,10135500,357200,464800,1126100,48405500,15778300,3799600,14175100,1348800,1502200,788400,1539700,1450700,487100,1281700,42604300,2202400,792200,826000,3326300,2079900,9700,45408000,10122900,1407600,86200,21653500,7348200,95396400,8175800,2076100,1071200,51456200,9992400,1071600,135100,1490300,1642700,15968600,4959300,5643500,921100,1340300,2134300,756500,4273600,6863600,2469100,4509900,10372600,2731000,19055200,1060600,7548800,31101300,8760200,5403800,14987500,9242600,12151300,793200,1268200,18526900,6133600,65968800.0,1985000,2986900,6532200,60634100,6862100,1095600,538700,1118300,8054000,6890600,1476600,2373400,36200,527000,31517600,9211900,7553200,1694800,10998000,760300,934600,972200,25793500,199700,477400,25503600,1313500,32009400,1260400,2073800,1373200,309600,6497400,6325500,2115600,4768200,8840800,12077100,2169600,2697900,1688600,1290100,5020000,17122100,5688900,7182100,85535400,3336800,2738700,11518400,1524200,89377200,9680600,6940000,7645100,2330100,5115400,8946100,25571600,3838400,12004300,1985200,87800,2559600,14637200,13726500,533800,35976700,3003500,10715000,24032300,2621100,1058700,8972400,2194700,14693100,6417600,36446200,1932800,11990600,103500,1342800,8852900,2736200,7432100,829700,21600,14540700,940200,2047600,4555400,3901900
2026-01-05,15706500,40765900,4336100,17617900,45647200,931400,20610000,18800,3742000,39538400,58044100,4310300,19824400,601300,835700,1982600,46044200,14744000,5158500,30112200,1486800,1957700,1247500,2268700,2440800,591200,1429300,34608600,2617800,716900,881600,6048800,2870400,33200,40202100,16194200,1606300,20300,14201200,5860200,96665400,8490700,2362000,1923000,49733300,15863300,1421500,107600,2710800,1661800,23429400,8471000,5012100,1346300,2289500,3634000,680900,4947700,7956600,4084800,6787400,13410600,3350300,12844300,2174500,6068200,68574500,13695300,7592200,21328400,14384000,21186600,1321300,4024700,17446300,6755000,76547400.0,3215900,2331600,8972200,39511700,35094900,1663600,457900,1364000,10752600,9591800,2006800,2805600,233500,2084800,33498600,12232000,10398700,1312700,17756200,1273700,1294100,1912200,26231000,363900,941700,36096600,2212100,30195600,1651300,2199900,1937000,408900,5378500,9477000,4808700,4887200,11833100,11039000,4446500,3290600,2021300,853400,7752000,20311300,9091500,9031400,67940800,9341300,2170700,26935100,2145300,71927200,6421500,8865100,5650300,3097300,9263200,12297300,25250300,4385200,8957900,2328800,123200,3381700,56362600,12213700,372700,52620900,3348400,11307800,25195000,3779700,906100,9071300,3048600,17115900,5984600,31941100,2716500,5756700,121500,3823900,8301900,5783700,9283100,1219400,22200,22635500,2347900,3250400,7039100,2865000
2026-01-06,9026900,21196200,3113000,23178000,52352100,2078400,18215500,25600,1966000,30380200,38950800,3303700,20105800,414200,935000,2813100,35312000,12998100,3766500,23328600,2079400,2353400,1874800,2722500,2149500,616100,1723300,48732400,2359400,745600,814500,3915000,1919300,61500,34062500,12757200,1531000,31900,14039800,7813700,66395100,6905000,2544100,1486400,53764700,14479000,1338500,81700,1848100,1778600,17108100,6595600,3187400,2016700,2132100,2022600,797600,5034100,9441900,2690700,3795600,11640900,5563900,8738200,1601100,6477800,51439000,8672500,6775400,24322700,12329200,21019900,803600,2653300,15599600,13219400,54907400.0,3456200,4034300,11033900,34838600,20564900,2115700,541300,1941700,7660800,6424400,1620700,2742300,116800,804600,43669700,9052600,7237900,1535200,17783800,1039300,1105300,1387400,20349800,462300,997900,31791900,1828700,31212100,1481300,2394800,2863500,478000,3806600,8107900,3204000,3797900,8364800,9735500,2910600,1895800,1249100,980900,4814800,16937500,15740400,9576500,89093800,9151700,2564200,35253300,1834500,69273800,6103300,11059000,5584400,2448400,7717900,10421800,23037700,6577500,8198700,4933100,75100,3246600,28955400,11074400,349000,50977300,5248500,18896000,23581700,5437100,811000,10201200,2278000,11110800,5698200,40033200,1643900,3528200,96900,1796800,7254500,4307400,7846900,1366400,56600,16474500,1932000,3455700,6038000,4056100
2026-01-07,7988400,18813200,3585100,33116700,48309800,1723700,24433800,11400,2683300,30159600,44720900,3227800,13362300,530300,1264700,4084900,36716200,12613200,3104300,20353000,1834300,6108300,920900,3599200,3026900,336400,1725600,32781100,2322200,1223800,468800,7666700,2461300,35900,32215400,12333000,2065700,48800,17491900,5205600,166028400,8284400,2178600,967300,42236500,16322300,3911600,23100,2269500,1506200,18977200,10343400,3183100,1488000,2363700,2956900,628600,3134800,7461400,4652800,3532400,10589500,5179200,9456900,1347200,6870600,34849800,7488900,6333900,17230800,14589500,20223400,450500,1418500,11744800,8341300,44367000.0,3220700,2041200,9853000,45349000,13537900,2122400,407700,1038200,9815200,5041200,6207900,2680100,40900,474200,28603500,12482300,6148400,2135400,14505700,802700,2215100,2049800,18916800,271100,1674500,49695500,1780400,35104400,1570100,2724400,1900400,360800,3790800,7545900,2989600,3965500,19350100,8705600,3654900,1351200,2142700,1310600,3825300,14297200,7925100,8539800,59828800,10285400,1396400,20894000,1866700,75588300,5976200,9987100,5051800,2812100,6399700,14369100,25564200,9433200,4782600,5129900,184600,3166100,17255900,12846300,544300,51395800,3877600,15813300,18414900,3879200,556600,6058900,1027200,18044300,5050900,29715500,3167200,3836300,54900,3143100,9859900,5085900,5903900,1985100,28800,11171200,2040500,3796500,6175400,3653900
2026-01-08,9605200,17320000,3592800,17187200,50419300,2115000,14773600,7500,1960800,32389000,35358300,3214100,9803700,530600,1049300,4108800,38675900,20981700,4383000,20232700,1943300,5099100,1708900,2799300,2060900,385100,1986400,33897700,2801600,1583400,359400,9773400,2197700,24500,31093100,11555400,1543500,109000,13371900,7684900,88242000,6793600,2707700,1536300,39509800,20278800,2665700,54600,1360500,1930800,26260100,11522100,3107700,1593200,2653200,2012400,774800,4076300,5059300,3156000,3745900,8705900,4826000,10852600,1265300,6441700,23624700,6897200,6357600,10695900,12406000,19237000,697900,1463000,10850800,6857300,42787300.0,4574100,11603500,8353500,47304300,12929600,1622700,290700,549100,11737100,3394600,2301300,5207200,77700,635700,29874200,8785000,5500700,2006600,17611000,1405900,3545100,2630200,20102400,535300,3608000,30933700,1254300,31896100,1041000,1234300,1511700,656700,8355200,6557800,4722600,4966600,14907800,10892900,9609300,1682300,2104900,934800,4456500,16618400,7163000,8762800,57041100,9365900,1651400,22333100,1423400,64019200,5243500,7228400,7969400,4114300,4981800,9297100,18162600,6866800,6430000,4410400,70500,4582300,20138500,11921700,331500,42977300,3840400,11581200,17535800,3364000,433000,5724000,949800,13105200,5089300,27505000,2482500,3934100,73900,2858300,8696700,6732500,7909300,2620200,31000,19468500,3218600,2645900,6717800,3390200
2026-01-09,8940700,17046300,4577800,15381300,39997000,1700300,24430300,5900,1334100,36676100,29544900,2884800,33942700,588100,711500,2647700,46765200,11437900,2502200,16137700,1167900,6407300,1423200,2118400,2116500,561800,4091200,33387500,1787900,2490700,736100,7593600,2581400,17500,32172700,9439600,1505500,16700,16439500,5665300,186691400,11465600,2767700,1228700,34560000,11040800,7088300,65400,2095100,2432600,18234000,7001500,3250100,863700,1766600,1821700,516900,3152100,4129100,2561900,4630900,14011200,3187100,16803500,1463800,5003200,51357100,8104500,4902900,13486300,10261300,19638600,724200,1661000,12325100,6018300,39688400.0,2772100,3696100,9662200,31362900,12549600,1416700,431300,486900,6738100,8560500,3712000,2895400,34500,737900,23780400,7050200,9427600,1592800,12352000,1015600,1894900,2019700,18094800,368900,1449800,30768800,1890100,26214200,974500,1068700,2100800,358900,3840200,6154300,2894600,6850000,9956800,6221600,6077500,2394500,1324600,954300,4786800,13686000,5730000,6767600,67331500,6714200,1304600,19272700,1919100,80125500,5174400,7576400,5251800,5908000,7971400,9528500,18491000,14316000,3333800,7314200,67900,2690000,18306800,11634900,287400,34190200,3834300,13820500,18108500,3757800,759200,6490800,997400,15061500,4187000,24217300,2504800,3093300,125500,1458800,5842200,6868300,3650000,1200000,46500,26152700,1892700,2466100,6629500,2221100
2026-01-12,10232900,43465300,3371100,24699500,45263800,1350300,13268900,45600,2179600,25656800,42021600,3007800,12074900,524000,1321100,2970000,31966600,35379000,3249500,15314900,7052800,4512900,1171800,2460600,2221600,421100,2579500,23152600,2284900,2015000,550600,5392000,3111100,26300,38514000,7420500,1475400,32600,20866200,4181100,101989100,10723400,7015900,763400,35867800,10671900,3770500,39300,2202400,1728300,26411200,5203400,3541400,1643600,1596300,2714900,1023800,5749000,7146400,2380200,5635400,20904100,3066100,10455500,1397700,3857900,25991100,5957300,13281300,10146600,15958100,20582500,387100,1489700,12714800,6502600,40729100.0,2240000,2844300,13657600,34954500,9796800,1280300,378100,1134100,12805100,4596100,2116400,3246400,32400,544200,22125000,8398900,6612800,1380900,12250100,1172000,1443200,1548100,17111700,704200,1262600,45860600,2207600,33923900,2479900,1866900,1951200,320800,4714000,11794300,2700300,3814000,10175000,15582000,5041400,1488600,1510500,689300,7608600,16782300,9066400,12223400,61649600,6546100,1601200,20373700,1563700,63976000,4927700,8371200,8476900,2485200,10736400,12812000,23519900,7189100,4901400,4367100,101500,2166600,19685700,14797200,249400,50256300,15082600,13790700,27296500,3370100,701100,5532000,1273500,19898900,5668000,27287300,1755600,4869500,78200,2352600,11088100,6747700,5532400,1089100,33300,25428500,1539100,3846500,7397000,3486400
2026-01-13,7868300,33508800,4108700,18996400,45730800,1346100,11662600,18500,1969600,27646200,77045100,3284100,11145200,470600,946500,2013000,32819500,18850400,4088800,21619700,2383900,2412600,1004500,2382200,1912600,386000,1841700,23881300,1790300,1520700,535600,5852300,2800300,47000,43133400,9580400,1045200,20700,19757500,3648000,168656400,9399100,3775000,1159800,38371800,9338600,2716600,74500,1770600,1862700,26284200,5641600,7217300,1985300,2504900,4359700,780400,5362800,5605900,2194200,6594800,16681200,3459600,17286300,1233300,5748700,19691600,9027000,20383500,9133500,21998600,18324800,556600,1199000,11473600,4135000,65696700.0,1699200,2183800,9993300,27769400,12068600,1597400,511000,799300,19371200,4358500,2063600,2222100,75800,789900,21759500,8778300,7146500,1505700,11756500,1019100,4739000,1247400,20026100,372700,1153800,43542200,1667400,33517600,1891600,1322900,1541000,310600,2833300,11379600,6641800,3802900,8421700,11961200,4116100,1374200,1573700,1088700,3727900,14487700,20318600,9030200,53719200,4872600,2656800,22060100,1434900,78309700,13661000,7979000,6470900,2754400,18342700,15549200,28545800,5430300,4331500,2820800,65200,2524500,19535600,18030400,434600,47656100,8818500,12890300,19578600,4552900,585700,5281600,2741200,15900500,7757800,56894900,1207200,3456900,132700,2731700,8543000,7926000,6495800,1169300,22100,15857400,1591200,1861000,5803600,8721600
2026-01-14,13563700,31157800,7681600,16954800,40019400,1295400,11702600,37700,2513000,29380700,59754600,4554900,11511200,337900,668900,2643100,40175100,17475100,4405000,27593900,2341800,3143400,1724400,1897400,2574300,358400,1727100,20277200,2542000,1854200,762900,5249700,3071600,38600,56484300,10727100,1417400,16500,27729100,3780800,148225800,11628900,3583400,949800,41410600,11964600,4208500,29300,1500100,1921700,32494200,4788300,5712600,1185500,3102800,3231800,690600,5134500,5740900,1912600,8434000,18305500,1947500,14218100,1442000,10181100,19538300,10804500,9388400,15295700,33803900,16739100,637900,2039700,11210800,7988800,85891200.0,1776700,3820400,7959900,33651400,16414900,3635800,426500,711400,25951500,6224000,1906200,2894900,187300,1389700,28346000,9738100,6545200,2184000,13516800,1276900,2153300,1167200,17838700,305500,1480900,84750000,2192400,28525600,2109600,2925100,1770500,368400,3584200,11858800,6113300,3400900,10927700,8963000,4411000,1536500,1603500,1087200,4305000,16602100,18931500,8329500,57259500,8426400,4834000,19747500,1892200,94676700,10149300,8441100,3978000,2448400,9529700,13475000,28184300,3888200,2866300,3087000,100700,2148000,23910300,15527900,532300,53738100,7754500,12844400,22672600,5083900,1242900,6696500,2045900,16039900,5646400,40466500,1820400,5380800,118100,2575700,10282400,5495500,5651800,1066700,23500,22473200,1951200,2861900,4659300,3943700
2026-01-15,7461400,30133400,4662400,19182700,39388600,1214900,17604500,55000,3773700,33388600,48490800,3716400,11272200,529100,865600,1763400,43686800,12607000,4638200,17400000,2083200,3360900,900200,2591900,2458900,998700,1641100,25370200,2336600,1262600,858700,3657400,1990000,31500,47808200,9197400,1229900,23200,15568000,4104000,132328900,6707700,2868300,1403400,43003600,11775800,2813200,31500,1240900,1711100,29123700,6834000,4774300,992500,1615200,3402400,712600,3832600,6943500,4183400,12957100,14253200,3180200,12173400,2121600,6345400,22967800,12098900,8587700,16593500,21738600,15464100,454900,2395100,42188500,6942600,50521000.0,1747700,2737400,9241600,31109200,8097400,1562600,323800,533200,14751400,7282000,3206300,2185900,64600,499200,24810300,23308300,11262800,1570700,15303400,1843300,2111300,1503500,33323900,454700,965600,51018300,1619800,28442400,1666500,1923500,1507100,951000,4719800,8492100,4794800,3813000,10400500,9606700,3611200,2858400,1279100,2247600,3598100,21022800,10169700,5797800,49465800,6954200,3405000,18285700,1429600,77862000,11489600,8675400,5360900,3054000,8223800,10102800,23225800,7116800,5316500,2398500,92400,2127500,18019800,13076100,514500,55263200,5328700,10613400,13979500,4661100,1101500,9948100,968300,16405300,12267200,55270200,1519600,3104800,146000,4571200,7419300,5441000,6154400,1105700,21800,16418600,1458300,2510900,6659800,4005600
2026-01-16,8939200,37906200,5061700,21430700,72142800,2047400,33680200,55300,3071600,33778200,44363200,4499800,15411300,670700,1682400,2375700,40594500,18598300,5649400,16592400,1613500,3744200,2526900,4033700,2128100,369900,1725900,47901900,3297000,1098000,812800,4825900,2158300,139000,51948100,13483100,1459800,26700,53701100,4502300,127314700,6201700,3555100,1612900,45888300,14852100,5103800,38400,1851200,1355500,23754200,9023300,8534400,1352800,2074600,3110100,751500,5201600,8039100,3829000,8398100,20951600,3378500,19602600,1903400,7913700,34906400,7622400,8341600,15011200,26981600,20027500,995500,2092000,18246100,6944800,43292300.0,2056200,1967800,11990800,59483600,9745800,1816100,393800,820600,14652500,6690100,1955700,3862900,100000,375300,36105300,9540900,11399300,1875100,11950300,1825600,1535200,1904200,30258500,488600,968900,52178400,2419500,40341600,3163400,2201500,1409200,476500,5093900,10021500,3312700,5628700,9758200,10720900,4894300,2469100,1980800,878600,3996100,23266200,12141500,10313500,60220600,8649700,4773200,21629900,1737800,79289200,13902600,9278500,4888600,9206900,7580100,11729300,34246700,13330600,3226200,5280200,102100,3768500,17373100,17012500,426800,59470600,6692700,11284200,19587300,4026100,1796200,5485900,648500,15116900,5545100,42545600,1925000,3292800,72800,1614300,12874900,5749600,8960600,1030700,79500,19224700,2028800,2039200,10638900,3496200
2026-01-20,10796700,32641400,4500900,22287800,80267500,1811400,18437700,52700,2629100,45908900,57030800,4595000,12557700,746800,789100,1521900,51361500,9885000,4914900,16477300,1606700,4202800,1715400,2947500,2061000,509400,1940600,49744900,2958400,1154300,928900,6048000,3291200,29700,45896100,14435200,1987000,33100,25353400,4690500,150153000,12225000,3049600,1376200,47737900,15241100,2931600,33700,1692000,2072200,19889000,11625700,6962000,1419400,2911500,2545200,760100,6844500,7596500,2484900,11302600,21308100,3620800,12441000,1756000,6870600,28057500,9757900,8279900,18688000,19353500,22152200,944700,2043000,22809900,9516600,76481100.0,2737900,5516700,11971400,36708500,11142500,1879900,438400,924300,12900600,11129400,1998400,3209900,75900,541700,29300900,9263900,9387300,1697700,12775200,1496900,1857200,1704000,23515700,520000,1000500,49172700,3541400,35361000,1646000,1739000,1808800,382500,5590500,14057100,2904300,4188700,10780000,8556300,4618000,2970800,1829500,1463800,9810800,24568200,15276400,9982800,63187300,8251400,3588800,19583600,1622300,111623300,13050800,11149000,8559000,6079600,7740400,12901400,26130000,7599100,7395700,4883500,176300,2869500,22587200,15169600,635800,55425400,6987300,17145700,33061000,9227200,1636000,7158500,1010100,19744400,9177400,44327700,2476600,4028800,115800,2726700,10054800,9586600,11531300,1460700,37200,29129500,3518300,2202800,9152600,4098700
2026-01-21,10599100,34660400,4645900,26949500,54641700,2289200,25915500,73800,2251300,48217900,49360300,4751700,24269700,749300,788400,1817700,44408500,11713700,5964700,18879900,2215800,3982900,1698600,4148600,2560700,371300,1799500,56712800,2633300,1094200,997800,5463400,3591100,25000,43023400,14068600,1233500,60700,21079200,5587300,220565300,8673900,2780300,2238500,47276100,12844400,3303000,29400,2122000,1879400,23029100,9162300,5645300,1261600,2275300,2227900,647300,8555900,8933300,3685900,11715800,38830200,4710600,17708900,1984600,6368300,51293700,8476500,8974600,17134300,17606700,21660600,1038300,1721100,16789800,7272000,70127800.0,2884900,4688700,9181900,47851200,10918500,1447100,489400,803400,10270100,8429000,1463700,4073700,34700,903500,30538700,9950200,7914000,1679800,16393900,1141500,2255400,1076200,20051300,704300,1011100,36340000,2675000,35386600,1902600,1992500,1570900,408400,4942500,14762900,5399900,5503300,8406000,13987700,6652000,2387200,2466900,1539300,7615900,31821400,15551600,7679600,68124000,10727100,2643600,25719800,1774700,127844500,12616600,14088300,4635900,5711800,9791200,14126800,37980500,6651300,5076700,5053300,93400,3426200,22868200,14494700,620100,47264100,6394300,18005700,34861200,11485800,1461400,8754600,1193900,15117000,7862800,62385600,2378000,5763200,98400,5220000,8296600,9241400,10169200,1236100,31600,38190000,2835500,3376300,7285300,4937700
2026-01-22,7771200,27477700,3577100,36434600,39708300,1535100,19503100,63200,2468300,33981500,46919300,3807200,10120800,829300,765400,1493600,38665300,32031100,4561900,16600100,3740500,3040000,3717100,3025100,2682400,423100,1619900,39607600,2214000,1291600,1045800,4075000,2449900,40300,42011200,9937200,1357200,59100,13647200,5508700,190066400,10221000,2628500,1240400,31913300,9362600,4050800,24500,1902200,1772400,15777300,8372200,4974500,1416600,2349000,1814000,672500,8025700,7491400,2478200,8966900,19251200,2796300,7935700,1575600,4853300,33790300,7088800,6938700,12997600,19668900,13962800,634000,1383500,12801000,7264000,49100900.0,2095000,3619300,7450300,28499500,8957400,996400,489700,2464300,10535800,5864100,1976200,2074400,191500,549300,30063000,9731900,6036100,1236700,10881400,1147500,1356600,869600,14834400,226600,601900,31229200,2212800,26253600,1949400,3566800,3428000,265600,5359000,13160000,4188300,4021600,9726200,13027600,5386400,1844200,3675200,1294700,9137100,17661900,7515800,8167400,71546700,5650900,3228300,25597200,1476900,77112200,9483000,8347000,13882000,4771600,6874500,18501900,25349400,4176200,2984800,3996200,91000,2549000,22767000,21394700,334200,49883900,5522100,16348600,30396700,6052100,1326100,5462600,1162500,14540700,5517000,37945000,1882100,3167500,90100,2249800,9802300,10546200,12833700,1020400,33000,21141900,1290500,4870900,8550500,5114900
2026-01-23,6972800,17040800,4302900,18328700,41689000,1330000,11544700,41000,3872600,30257000,47057500,4491000,9368100,737900,721000,1271700,38070400,13064100,5302000,17758200,2122400,2818600,1314400,2024900,973600,410700,1300100,35404200,1639000,798300,642800,5113100,2598100,13700,46881200,11673600,1294800,55700,22985400,3496300,294675400,6820300,2801800,1005200,33778500,10489500,3085700,12700,1446600,2142100,20185600,6342800,4368700,1125800,2442000,1304700,592300,5483900,9082200,2592900,8532800,21531900,2957800,7685000,1368300,10960100,24149700,12975100,5667900,13924600,15227500,18307100,622400,1466800,12904400,6691300,48026600.0,1806100,4558800,7106700,30285700,8368700,1250500,655100,2458600,11107900,4069100,1945500,1680600,72900,1083100,24381000,7587100,6201000,1510300,10191300,603100,1473300,1181600,17691100,324800,597600,34553500,2218100,27280000,2231600,2248500,2393100,185300,6115600,6950600,4935600,3401500,11376600,7592800,4004600,1556300,3276200,1085700,6712100,14734200,5338600,5870100,56771400,5816400,3274000,24545800,1849700,63059600,9408000,8035800,9047900,3785200,6400300,14562600,38000200,4475800,3045300,2976900,76900,2235400,43516200,22797700,447600,45402300,14209800,19366400,19623000,4334800,1416500,5869500,765500,8758900,6086200,47525900,1651400,2214900,79700,1752200,13301700,8085100,7999700,844100,27100,23011300,1017100,2996100,13180900,5002900
2026-01-26,7278200,14017300,3648900,15464200,55969200,1668000,11810400,22300,2655900,30100500,31072700,3955600,8698100,544400,934200,1460500,29293800,10166100,4806400,16056100,1711200,2165500,1135100,3116100,1059600,380400,1642100,29193900,1945500,897900,1108100,6680600,3811400,15700,39545100,8231500,1229800,46800,20019400,3020100,149407800,6346300,2131200,1404100,32825500,9903200,2339600,18200,1445700,1475600,13188000,6309400,4115300,1299900,2283600,2394300,915900,7611900,10399500,2244900,6389800,34156000,5039000,8918300,1247600,5708800,22262200,7077500,7540200,12464600,13047400,14017400,807300,1321700,8646400,9169300,43973100.0,1471500,1846400,8004200,22777200,8912600,1049200,541500,1841200,11752700,10895600,2218600,2458700,80000,540200,21659900,6462100,4777200,1420900,6810400,982200,1216900,1485500,11501600,311900,1024600,27728400,4047300,26042100,1648600,1377300,1352000,266000,7202000,6856700,3409600,4825700,6799300,7040800,2975000,2001300,2246900,1027500,9440300,39551400,5024200,6589600,49397400,6553400,2111600,31620200,2577600,60473800,7239600,13305900,5680700,3344100,6981900,12655700,29291200,3953100,2684900,2374200,175300,2812600,25377200,16327400,389200,41441900,7280100,19232100,38883300,4455600,2482500,4326900,922200,9971400,4763900,30672500,1044800,3045700,108900,1332700,10990600,6421000,9394000,894500,24700,21100400,1357500,2222400,10012500,4839700
2026-01-27,7276900,23865100,2530600,15855800,49648300,1631800,10650700,335900,2012500,27344500,38633700,4812900,10549000,707600,645800,1710700,41609400,8931300,3149200,14517000,1167200,1768000,1072000,3269600,976200,424200,1788300,36212100,1929100,1210200,860800,10134500,3101900,17000,38581200,9439300,899800,27100,18849000,4390300,121832200,8705500,1916000,1348800,38029200,7907100,1523100,15900,1238300,1456500,13532200,5058300,4166300,866700,2296500,1982000,1222900,4470400,65836900,2587900,5138100,28386200,7353600,7980200,954000,4818400,25061300,7465500,6365800,11307900,15105000,13239200,1008600,1453800,11298100,10748800,51840700.0,1971300,2797000,8354600,26542300,9784900,748100,616800,1192200,11527400,7437000,2185600,2077900,153500,561200,17676500,6453200,8033000,3415600,12697500,1028400,1289800,1389800,18339500,236100,1363400,26494300,2899400,21636200,3552300,1276800,1357200,177400,4694900,8154100,2382200,4367000,6965800,9219300,3101000,3473900,904100,1335400,6460100,25181300,4427200,7114900,37733100,5747400,2459200,20123700,2895800,55506100,9838400,12306700,5803300,5963900,8097200,9546000,29213900,3622100,2059400,3131300,99700,2814700,17329700,13297400,418400,75575400,6186200,14915000,30779100,5746200,1794200,6145600,2670900,14240700,3934000,25691600,999800,2037300,697300,2787000,15472300,15000400,9044200,798700,40000,27093700,1204000,1932800,10615400,3850800
2026-01-28,6817400,26537100,2263800,16212500,41288000,1089100,18458200,58800,1674100,25838300,45450800,4463400,16372000,800100,827900,1324000,32934200,9001500,4990500,15637300,2113500,2692600,1431200,2347800,1472600,419700,2289100,42725700,2281300,994700,1219900,6826500,2866800,19500,36791300,10144900,2067400,104100,14628700,4935700,201995100,7485700,2386500,1844300,40882700,7491700,1766600,39200,1380100,2525500,16303200,5300400,3942800,995400,3746700,1485300,1172100,4251300,23396900,3300200,5538800,44154600,14749800,16888800,1264100,3918000,29799900,9046600,8106000,10311000,16395700,14633700,523300,1409300,12140100,19603400,42931400.0,2073000,2358400,8539000,44822800,9200200,1304500,841900,2526200,9556700,12582900,2206900,2474800,49800,1064200,16263000,8519200,8470000,1425000,11426600,1324600,1482600,2327000,22380200,333000,1222400,35030200,3528300,27434400,6266100,1369100,1218500,287900,9065500,9026500,4802500,6208100,8477500,8432300,3758900,5036800,1888000,853800,5203900,18945000,10589400,5954100,54857400,5215800,2261400,22636500,1820800,61172200,8465900,10481500,5027700,3279700,6165800,7465800,36875400,4263800,5095700,2959800,66500,3072500,24531000,25709600,397800,44976700,5925700,21838100,31375500,4335000,2736400,7641900,1254100,19222700,8319500,27061200,1595200,1820300,261000,1890800,8200000,6208700,11182700,975900,30100,35882700,2109200,3122300,7317700,5483000
