Date,COF,AXP,RUN,MSFT,LUNR,RIOT,ABNB,CRWD,ILMN,ENPH,XLE,MS,DUK,PEP,WMT,CRM,INTC,BIDU,XLV,XLI,VRTX,SNPS,OKTA,LRCX,BAC,MAR,PYPL,TSLA,AVGO,BABA,XLU,ANET,ADBE,SHW,BEKE,XLY,V,MU,FTNT,XLP,NEM,NVDA,TSM,JPM,PACB,SMR,COP,WFC,HOOD,PFE,NEE,UNH,LIN,MRVL,CVX,AMGN,BKNG,JD,XLK,GD,SLB,ASTS,KTOS,GOOGL,XLF,AVAV,PDD,LEU,RCL,META,REGN,AMAT,NTLA,COST,LMT,UAL,MRK,LLY,IONQ,KO,ETN,LHX,MSTR,BIIB,FCX,VRT,CEG,INTU,AMZN,VST,BEAM,JNJ,FSLR,NXT,BWXT,QBTS,SMCI,GILD,PLTR,XOM,XLB,LEN,AAPL,XLC,WPM,XLRE,MARA,SPY,TXN,NVR,AEM,NUE,DELL,EDIT,PHM,SO,CDNS,EOG,ABBV,CRSP,DAL,COIN,PANW,TWST,AMD,TOL,PG,GS,KLAC,OKLO,B,RXRX,NOW,STX,WDC,RGTI,MA,CCJ,RKLB,ASML,DHI,NOC,ZS,APD,QCOM,CIEN,ORCL,RTX
2024-03-06,135.74000549316406,218.4499969482422,12.239999771118164,402.0899963378906,4.900000095367432,12.119999885559082,163.8699951171875,82.39250183105469,131.4494171142578,125.36000061035156,43.560001373291016,85.66000366210938,94.06999969482422,163.0,60.56999969482422,303.7699890136719,44.5099983215332,99.37999725341797,146.02000427246094,121.58999633789062,411.8500061035156,575.969970703125,108.9000015258789,98.18599700927734,35.41999816894531,247.10000610351562,58.119998931884766,176.5399932861328,135.0,73.70999908447266,31.59000015258789,71.125,543.0900268554688,336.489990234375,12.75,89.80500030517578,280.42999267578125,95.55999755859375,71.31999969482422,75.33000183105469,33.619998931884766,88.69999694824219,141.57000732421875,189.52999877929688,4.179999828338623,4.21999979019165,111.98999786376953,57.11000061035156,16.399999618530273,27.190000534057617,55.529998779296875,472.6000061035156,463.6099853515625,81.37000274658203,148.3300018310547,276.5899963378906,137.12120056152344,24.90999984741211,103.6050033569336,273.70001220703125,50.029998779296875,3.0999999046325684,18.170000076293945,131.39999389648438,40.61000061035156,182.25,116.63999938964844,40.79999923706055,127.0,496.0899963378906,972.0999755859375,212.1699981689453,29.950000762939453,773.239990234375,433.4800109863281,44.06999969482422,123.75,779.77001953125,9.920000076293945,59.54999923706055,296.739990234375,215.60000610351562,124.62100219726562,217.55999755859375,38.13999938964844,71.98999786376953,179.97999572753906,650.280029296875,173.50999450683594,60.900001525878906,38.279998779296875,159.33999633789062,158.4199981689453,58.47999954223633,105.5999984741211,1.600000023841858,112.47000122070312,72.62999725341797,26.15999984741211,106.7699966430664,44.38999938964844,155.89544677734375,169.1199951171875,78.44000244140625,43.84000015258789,39.70000076293945,22.6200008392334,509.75,171.8699951171875,7709.27001953125,53.65999984741211,184.64999389648438,118.5,9.079999923706055,111.44000244140625,68.58000183105469,312.6499938964844,116.48999786376953,181.05999755859375,80.83000183105469,42.02000045776367,238.5500030517578,139.42999267578125,38.08000183105469,210.6300048828125,118.16999816894531,159.57000732421875,389.57000732421875,71.5459976196289,10.729999542236328,15.710000038146973,11.319999694824219,148.21200561523438,94.13999938964844,48.90400695800781,1.7799999713897705,471.6000061035156,41.630001068115234,4.300000190734863,1003.9299926757812,151.8800048828125,461.07000732421875,202.4199981689453,243.10000610351562,167.88999938964844,61.959999084472656,112.2699966430664,90.26000213623047
2024-03-07,137.64999389648438,223.4199981689453,12.329999923706055,409.1400146484375,5.119999885559082,11.970000267028809,163.5399932861328,82.41999816894531,132.29571533203125,129.69000244140625,43.93000030517578,86.13999938964844,94.4800033569336,163.11000061035156,60.36000061035156,302.4200134277344,46.150001525878906,97.80999755859375,146.6999969482422,122.56999969482422,410.5400085449219,583.3499755859375,111.48999786376953,99.45700073242188,35.630001068115234,246.91000366210938,58.5,178.64999389648438,140.7010040283203,72.54000091552734,31.795000076293945,71.62000274658203,556.0399780273438,344.6600036621094,12.59000015258789,90.48999786376953,278.260009765625,98.9800033569336,73.06999969482422,75.76000213623047,33.88999938964844,92.66899871826172,149.1999969482422,187.8699951171875,4.590000152587891,4.460000038146973,112.73999786376953,57.0,16.360000610351562,26.790000915527344,56.25,478.7799987792969,465.2900085449219,85.08999633789062,149.3699951171875,272.8599853515625,139.1103973388672,23.989999771118164,105.23999786376953,273.0299987792969,50.779998779296875,2.950000047683716,18.6299991607666,134.3800048828125,40.54999923706055,177.6699981689453,117.13999938964844,41.70000076293945,124.3499984741211,512.1900024414062,973.3099975585938,212.61000061035156,30.020000457763672,785.5900268554688,429.989990234375,44.119998931884766,123.98999786376953,780.1599731445312,10.899999618530273,59.439998626708984,301.1300048828125,213.02000427246094,130.0019989013672,219.36000061035156,39.810001373291016,72.08999633789062,179.5800018310547,649.3400268554688,176.82000732421875,61.68000030517578,36.959999084472656,158.8699951171875,160.35000610351562,59.279998779296875,105.55000305175781,1.840000033378601,115.97599792480469,73.66000366210938,26.459999084472656,107.37000274658203,44.935001373291016,159.16748046875,169.0,79.70999908447266,44.25,39.70000076293945,21.799999237060547,514.8099975585938,175.27000427246094,7682.2998046875,54.290000915527344,186.41000366210938,120.5,8.850000381469727,113.80000305175781,69.25,318.0400085449219,117.8499984741211,180.57000732421875,79.37000274658203,42.779998779296875,242.6199951171875,143.2449951171875,37.9900016784668,211.3800048828125,120.13999938964844,160.6199951171875,388.42999267578125,72.32599639892578,10.739999771118164,15.899999618530273,11.149999618530273,153.61599731445312,93.80999755859375,48.5865478515625,2.0799999237060547,467.5400085449219,44.06999969482422,4.429999828338623,1047.3900146484375,155.3000030517578,456.3999938964844,201.27000427246094,245.1699981689453,175.72000122070312,52.84000015258789,114.54000091552734,90.55000305175781
2024-03-08,137.22999572753906,223.3699951171875,12.5600004196167,406.2200012207031,5.46999979019165,12.350000381469727,164.91000366210938,80.7125015258789,131.74124145507812,130.27999877929688,44.084999084472656,87.04000091552734,94.94000244140625,163.0500030517578,60.119998931884766,305.2799987792969,44.0,98.2699966430664,146.42999267578125,122.30000305175781,413.5899963378906,571.2899780273438,110.30000305175781,95.66500091552734,35.599998474121094,250.27999877929688,59.0099983215332,175.33999633789062,130.8719940185547,73.55000305175781,31.875,68.27749633789062,551.6900024414062,340.69000244140625,12.609999656677246,90.15499877929688,280.0400085449219,97.62000274658203,71.3499984741211,75.16000366210938,33.90999984741211,87.52799987792969,146.3699951171875,188.22000122070312,4.429999828338623,5.489999771118164,113.0,57.06999969482422,17.0,27.219999313354492,57.810001373291016,476.57000732421875,462.54998779296875,75.41999816894531,149.8800048828125,273.75,139.42799377441406,24.75,103.67500305175781,272.30999755859375,50.400001525878906,3.009999990463257,18.489999771118164,135.41000366210938,40.619998931884766,166.22999572753906,110.33999633789062,40.04999923706055,127.47000122070312,505.95001220703125,968.8300170898438,205.55999755859375,29.969999313354492,725.5599975585938,432.8999938964844,43.29999923706055,123.5,762.1400146484375,10.8100004196167,59.52000045776367,297.489990234375,214.60000610351562,142.5590057373047,223.24000549316406,39.849998474121094,69.37000274658203,170.57000732421875,651.72998046875,175.35000610351562,60.4900016784668,37.529998779296875,159.52000427246094,161.35000610351562,59.56999969482422,103.19000244140625,1.8700000047683716,114.0009994506836,75.12000274658203,26.040000915527344,108.37999725341797,44.67499923706055,158.94482421875,170.72999572753906,79.58999633789062,44.709999084472656,40.16999816894531,23.479999542236328,511.7200012207031,172.3000030517578,7654.990234375,54.5099983215332,185.82000732421875,116.25,9.15999984741211,112.68000030517578,69.01000213623047,308.6000061035156,118.72000122070312,178.85000610351562,78.91999816894531,42.2400016784668,256.6199951171875,140.10000610351562,37.56999969482422,207.38999938964844,120.68000030517578,160.35000610351562,386.989990234375,69.9209976196289,10.760000228881836,15.760000228881836,11.1899995803833,151.53599548339844,92.69000244140625,47.619049072265625,1.9800000190734863,469.260009765625,41.22999954223633,4.420000076293945,994.3300170898438,153.5800018310547,459.5,198.69000244140625,241.61000061035156,170.57000732421875,54.279998779296875,112.41999816894531,90.87999725341797
2024-03-11,138.4600067138672,220.19000244140625,12.020000457763672,404.5199890136719,5.949999809265137,11.779999732971191,162.99000549316406,79.34249877929688,135.27236938476562,128.69000244140625,44.540000915527344,86.94000244140625,95.83999633789062,164.72999572753906,60.65999984741211,306.0,44.86000061035156,101.29000091552734,146.35000610351562,121.66999816894531,414.4700012207031,565.3200073242188,108.30999755859375,93.12000274658203,35.88999938964844,248.47000122070312,60.08000183105469,177.77000427246094,129.31199645996094,74.86000061035156,32.03499984741211,67.75499725341797,560.4199829101562,340.3900146484375,13.079999923706055,89.91000366210938,280.55999755859375,94.51000213623047,71.45999908447266,75.56999969482422,35.2400016784668,85.77400207519531,139.02000427246094,188.2899932861328,4.400000095367432,5.480000019073486,115.25,57.09000015258789,16.860000610351562,28.3700008392334,57.869998931884766,489.1499938964844,469.4800109863281,72.36000061035156,152.0,275.3599853515625,140.10960388183594,26.06999969482422,103.38999938964844,273.2699890136719,51.529998779296875,3.049999952316284,18.139999389648438,137.6699981689453,40.689998626708984,159.88999938964844,111.88999938964844,39.369998931884766,127.80000305175781,483.5899963378906,964.4400024414062,201.3699951171875,29.540000915527344,714.0800170898438,434.75,42.88999938964844,122.7699966430664,734.3699951171875,9.789999961853027,60.2400016784668,292.70001220703125,214.61000061035156,148.42300415039062,230.07000732421875,40.41999816894531,67.0,167.91000366210938,650.8699951171875,171.9600067138672,58.04999923706055,36.56999969482422,161.22999572753906,162.16000366210938,60.20000076293945,101.86000061035156,1.840000033378601,108.02200317382812,75.31999969482422,25.350000381469727,109.0199966430664,45.18000030517578,158.87705993652344,172.75,79.44000244140625,44.939998626708984,39.970001220703125,20.639999389648438,511.2799987792969,174.19000244140625,7625.0,55.63999938964844,184.82000732421875,115.86000061035156,9.0,110.8499984741211,69.77999877929688,305.739990234375,120.81999969482422,179.6300048828125,76.81999969482422,42.68000030517578,254.1699981689453,141.6649932861328,36.86000061035156,198.38999938964844,119.30000305175781,161.5500030517578,386.1600036621094,68.53800201416016,10.800000190734863,15.869999885559082,10.369999885559082,151.34800720214844,91.73999786376953,46.90098190307617,1.8600000143051147,469.1600036621094,40.77000045776367,4.480000019073486,962.6699829101562,152.7100067138672,459.25,200.74000549316406,247.94000244140625,171.1199951171875,51.540000915527344,114.12999725341797,91.4000015258789
2024-03-12,140.27000427246094,222.64999389648438,10.704999923706055,415.2799987792969,5.809999942779541,11.619999885559082,166.6699981689453,82.31749725341797,129.0953369140625,121.0,44.470001220703125,87.05000305175781,95.01000213623047,164.5399932861328,61.40999984741211,306.6199951171875,45.2400016784668,105.2699966430664,147.02999877929688,122.20999908447266,412.45001220703125,576.719970703125,107.72000122070312,95.08300018310547,35.959999084472656,250.69000244140625,60.029998779296875,177.5399932861328,129.18800354003906,76.05999755859375,31.725000381469727,70.46499633789062,579.1400146484375,342.70001220703125,14.5,90.68499755859375,283.9200134277344,97.41999816894531,71.33999633789062,75.95999908447266,33.880001068115234,91.91300201416016,144.39999389648438,189.83999633789062,4.010000228881836,6.269999980926514,115.0199966430664,57.61000061035156,16.389999389648438,28.010000228881836,57.150001525878906,489.3500061035156,471.4700012207031,71.7699966430664,151.88999938964844,276.5400085449219,140.0,27.3700008392334,105.51000213623047,274.6499938964844,51.56999969482422,2.9800000190734863,17.93000030517578,138.5,40.86000061035156,162.00999450683594,118.16000366210938,40.029998779296875,129.74000549316406,499.75,970.5700073242188,204.94000244140625,27.780000686645508,736.8800048828125,434.9100036621094,42.16999816894531,122.66000366210938,754.9500122070312,9.869999885559082,60.5,297.739990234375,213.60000610351562,159.3350067138672,227.36000061035156,40.36000061035156,72.31999969482422,168.3699951171875,662.6400146484375,175.38999938964844,60.20000076293945,35.79999923706055,162.74000549316406,159.3800048828125,60.150001525878906,101.29000091552734,2.2100000381469727,116.30000305175781,75.08000183105469,24.700000762939453,108.31999969482422,45.17499923706055,160.66795349121094,173.22999572753906,80.13999938964844,44.63999938964844,39.869998931884766,20.190000534057617,516.780029296875,174.8000030517578,7723.0,55.33000183105469,182.88999938964844,113.55000305175781,8.609999656677246,112.16000366210938,69.3499984741211,311.2799987792969,120.83999633789062,180.9199981689453,75.30000305175781,42.7599983215332,256.1400146484375,142.36500549316406,34.79999923706055,202.75999450683594,122.16999816894531,161.92999267578125,388.17999267578125,69.83999633789062,10.789999961853027,15.640000343322754,10.539999961853027,157.91200256347656,91.11000061035156,47.596370697021484,2.2100000381469727,472.8699951171875,41.959999084472656,4.340000152587891,984.2899780273438,154.6199951171875,458.8399963378906,201.24000549316406,244.8699951171875,173.0800018310547,51.5099983215332,127.54000091552734,89.94999694824219
2024-03-13,140.61000061035156,222.80999755859375,9.970000267028809,415.1000061035156,5.289999961853027,11.729999542236328,164.75999450683594,83.0425033569336,129.16342163085938,118.16999816894531,45.18000030517578,89.3499984741211,95.5,165.3000030517578,61.279998779296875,304.67999267578125,43.22999954223633,107.88999938964844,146.4600067138672,122.54000091552734,413.20001220703125,561.2000122070312,109.66000366210938,92.6709976196289,36.08000183105469,251.41000366210938,62.45000076293945,169.47999572753906,125.78700256347656,76.38999938964844,31.940000534057617,70.17749786376953,573.5499877929688,336.80999755859375,14.380000114440918,90.49500274658203,285.1400146484375,94.16000366210938,70.18000030517578,76.1500015258789,34.369998931884766,90.88800048828125,142.13999938964844,191.3800048828125,4.239999771118164,7.079999923706055,117.55000305175781,57.81999969482422,17.15999984741211,28.219999313354492,59.540000915527344,488.0,474.8900146484375,67.62999725341797,153.88999938964844,275.989990234375,140.0,28.010000228881836,104.37000274658203,275.3599853515625,52.56999969482422,3.0999999046325684,17.540000915527344,139.7899932861328,41.15999984741211,161.2100067138672,122.36000061035156,38.66999816894531,132.11000061035156,495.57000732421875,965.469970703125,200.55999755859375,28.670000076293945,734.2000122070312,434.6000061035156,43.040000915527344,122.16000366210938,757.8400268554688,9.630000114440918,61.119998931884766,300.239990234375,215.72000122070312,176.61500549316406,226.55999755859375,43.40999984741211,73.37000274658203,167.86000061035156,655.0700073242188,176.55999755859375,61.15999984741211,37.369998931884766,161.10000610351562,158.0399932861328,60.540000915527344,101.23999786376953,2.1700000762939453,118.80699920654297,75.94000244140625,25.0,109.52999877929688,45.619998931884766,160.2129669189453,171.1300048828125,80.27999877929688,45.59000015258789,39.619998931884766,19.700000762939453,515.969970703125,172.67999267578125,7746.2998046875,56.220001220703125,184.10000610351562,110.0,8.59000015258789,114.27999877929688,69.94000244140625,306.2099914550781,122.56999969482422,179.86000061035156,74.77999877929688,43.90999984741211,251.72999572753906,145.05999755859375,35.540000915527344,194.7899932861328,123.05999755859375,162.3000030517578,392.30999755859375,68.87100219726562,10.789999961853027,15.979999542236328,10.979999542236328,155.37600708007812,88.66999816894531,47.22600173950195,2.0399999618530273,475.6099853515625,39.56999969482422,4.289999961853027,968.780029296875,155.1999969482422,458.2300109863281,201.42999267578125,247.2899932861328,169.25,51.560001373291016,125.5199966430664,90.55999755859375
2024-03-14,139.42999267578125,220.47000122070312,9.510000228881836,425.2200012207031,5.070000171661377,10.930000305175781,166.44000244140625,82.14749908447266,124.61089324951172,110.41000366210938,45.64500045776367,89.0999984741211,95.05000305175781,164.77999877929688,61.02000045776367,303.32000732421875,42.75,104.63999938964844,145.94000244140625,122.0199966430664,408.7699890136719,559.3099975585938,107.69999694824219,92.56800079345703,35.689998626708984,248.0,63.0,162.5,126.22699737548828,73.4000015258789,31.684999465942383,71.00499725341797,570.4500122070312,334.9200134277344,14.020000457763672,89.91999816894531,286.4100036621094,91.43000030517578,68.04000091552734,75.55999755859375,34.209999084472656,87.94400024414062,139.6199951171875,187.97000122070312,3.9100000858306885,7.239999771118164,119.77999877929688,57.369998931884766,18.049999237060547,28.1299991607666,59.540000915527344,489.0,473.94000244140625,66.08000183105469,155.6999969482422,271.5400085449219,140.46240234375,27.049999237060547,104.38999938964844,275.3999938964844,53.22999954223633,3.0399999618530273,17.3799991607666,143.10000610351562,40.83000183105469,158.10000610351562,123.19999694824219,38.5099983215332,128.7100067138672,491.8299865722656,959.0399780273438,200.75,27.520000457763672,731.9500122070312,435.7699890136719,42.849998474121094,120.51000213623047,760.72998046875,9.199999809265137,60.5,300.2900085449219,213.36000061035156,167.68499755859375,219.6199951171875,43.31999969482422,73.91999816894531,164.63999938964844,650.0399780273438,178.75,63.11000061035156,34.61000061035156,159.2100067138672,149.38999938964844,59.099998474121094,99.3499984741211,2.059999942779541,113.01100158691406,74.20999908447266,24.43000030517578,111.47000122070312,45.380001068115234,147.9767608642578,173.0,80.08999633789062,45.02000045776367,39.060001373291016,18.229999542236328,514.9500122070312,171.13999938964844,7559.52978515625,55.619998931884766,182.08999633789062,106.44999694824219,8.149999618530273,109.72000122070312,69.37999725341797,306.239990234375,123.79000091552734,181.1999969482422,72.01000213623047,43.060001373291016,233.6699981689453,143.7899932861328,34.560001373291016,187.05999755859375,118.19999694824219,161.5,388.6099853515625,69.23300170898438,10.800000190734863,15.760000228881836,10.779999732971191,155.8979949951172,85.76000213623047,45.95616149902344,1.9800000190734863,479.4800109863281,39.95000076293945,4.170000076293945,959.780029296875,150.32000732421875,460.8599853515625,198.8300018310547,245.13999938964844,168.4499969482422,50.22999954223633,125.52999877929688,91.76000213623047
2024-03-15,135.5500030517578,218.4600067138672,9.890000343322754,416.4200134277344,5.489999771118164,11.600000381469727,160.63999938964844,78.9124984741211,124.2509765625,107.7300033569336,45.779998779296875,88.37999725341797,94.70999908447266,164.66000366210938,60.68000030517578,294.3299865722656,42.63999938964844,103.86000061035156,145.36000061035156,122.04000091552734,407.69000244140625,550.030029296875,106.0999984741211,91.00900268554688,35.40999984741211,244.07000732421875,62.849998474121094,163.57000732421875,123.55000305175781,73.41999816894531,31.729999542236328,69.43250274658203,492.4599914550781,334.6600036621094,14.029999732971191,89.0250015258789,283.0400085449219,93.25,66.72000122070312,75.52999877929688,33.880001068115234,87.83699798583984,136.97999572753906,190.3000030517578,3.7899999618530273,7.849999904632568,120.04000091552734,57.5099983215332,18.149999618530273,27.940000534057617,60.08000183105469,490.82000732421875,468.2300109863281,66.87000274658203,155.5500030517578,268.8699951171875,136.5592041015625,27.450000762939453,102.81500244140625,275.2099914550781,52.869998931884766,3.140000104904175,17.100000381469727,141.17999267578125,40.790000915527344,148.60000610351562,123.73999786376953,38.25,128.9199981689453,484.1000061035156,964.469970703125,198.64999389648438,28.299999237060547,725.6300048828125,435.82000732421875,43.619998931884766,121.5199966430664,754.1699829101562,9.3100004196167,59.880001068115234,297.8999938964844,212.86000061035156,178.23599243164062,219.30999755859375,44.61000061035156,74.16000366210938,165.52000427246094,625.52001953125,174.4199981689453,61.560001373291016,35.40999984741211,158.17999267578125,147.4199981689453,59.4900016784668,99.44999694824219,2.0799999237060547,106.88300323486328,73.69000244140625,23.489999771118164,111.2699966430664,45.400001525878906,151.56825256347656,172.6199951171875,79.29000091552734,44.41999816894531,39.040000915527344,19.31999969482422,509.8299865722656,172.52000427246094,7565.8701171875,55.939998626708984,188.47999572753906,107.0,8.130000114440918,110.9000015258789,69.08999633789062,298.44000244140625,122.79000091552734,177.8800048828125,72.94999694824219,43.119998931884766,242.36000061035156,141.0800018310547,33.63999938964844,191.05999755859375,120.30999755859375,161.3800048828125,387.2099914550781,68.38999938964844,10.739999771118164,15.760000228881836,11.220000267028809,148.78199768066406,86.01000213623047,45.192745208740234,1.965000033378601,475.8299865722656,41.11000061035156,4.119999885559082,940.2100219726562,151.69000244140625,461.75,194.02999877929688,244.6300048828125,167.1999969482422,50.02000045776367,125.54000091552734,92.93000030517578
2024-03-18,136.27000427246094,220.97000122070312,10.260000228881836,417.32000732421875,5.320000171661377,11.430000305175781,161.86000061035156,80.26499938964844,126.59532928466797,111.19000244140625,45.56999969482422,87.95999908447266,94.94000244140625,171.25999450683594,60.86000061035156,300.510009765625,42.709999084472656,104.7699966430664,144.82000732421875,121.87999725341797,411.3800048828125,560.6300048828125,105.87999725341797,92.52799987792969,36.0099983215332,248.52000427246094,64.2300033569336,173.8000030517578,123.7239990234375,73.5199966430664,31.614999771118164,72.33000183105469,513.8599853515625,335.2699890136719,14.109999656677246,89.51000213623047,285.04998779296875,93.77999877929688,67.55000305175781,75.45999908447266,34.41999816894531,88.45500183105469,136.63999938964844,192.66000366210938,3.6700000762939453,10.100000381469727,120.26000213623047,57.77000045776367,18.209999084472656,27.719999313354492,60.16999816894531,487.04998779296875,466.1099853515625,67.19999694824219,155.41000366210938,270.8999938964844,138.03720092773438,27.850000381469727,103.1500015258789,277.6000061035156,53.43000030517578,2.9700000286102295,17.0,147.67999267578125,40.869998931884766,144.36000061035156,128.7100067138672,38.77000045776367,128.25999450683594,496.9800109863281,959.9199829101562,200.72999572753906,27.3700008392334,731.5399780273438,433.20001220703125,43.54999923706055,121.44000244140625,762.6599731445312,9.539999961853027,60.130001068115234,298.75,210.92999267578125,150.2760009765625,219.39999389648438,44.47999954223633,77.13999938964844,168.83999633789062,630.3900146484375,174.47999572753906,62.47999954223633,34.064998626708984,156.75999450683594,149.47999572753906,59.15999984741211,99.80999755859375,2.3499999046325684,100.06800079345703,73.26000213623047,24.0,112.30000305175781,45.31999969482422,151.60696411132812,173.72000122070312,80.69999694824219,44.15999984741211,38.77000045776367,19.40999984741211,512.8599853515625,169.2100067138672,7630.83984375,55.29999923706055,189.8000030517578,106.62999725341797,7.71999979019165,110.18000030517578,69.41999816894531,300.92999267578125,123.56999969482422,178.49000549316406,71.47000122070312,43.439998626708984,239.6199951171875,142.6199951171875,33.83000183105469,190.64999389648438,119.58000183105469,161.2100067138672,384.3699951171875,69.06999969482422,10.890000343322754,15.630000114440918,11.420000076293945,151.16000366210938,85.38999938964844,44.829933166503906,2.0299999713897705,478.8900146484375,41.95000076293945,4.0,941.3400268554688,151.50999450683594,462.3900146484375,195.94000244140625,245.61000061035156,166.9199981689453,49.5,127.80000305175781,93.45999908447266
2024-03-19,136.85000610351562,221.69000244140625,10.390000343322754,421.4100036621094,5.489999771118164,11.09000015258789,161.7899932861328,80.21499633789062,129.5330810546875,109.16000366210938,46.09000015258789,88.41999816894531,95.13999938964844,171.8000030517578,60.869998931884766,301.45001220703125,42.04999923706055,104.16999816894531,145.77999877929688,122.93000030517578,415.20001220703125,584.7100219726562,105.36000061035156,93.1050033569336,36.029998779296875,249.82000732421875,63.0099983215332,171.32000732421875,123.8010025024414,73.41999816894531,31.895000457763672,71.7300033569336,521.1900024414062,336.5799865722656,14.170000076293945,90.28500366210938,287.3500061035156,94.0,67.79000091552734,75.73999786376953,33.560001373291016,89.39800262451172,134.8699951171875,193.7899932861328,3.640000104904175,6.579999923706055,122.0199966430664,57.0099983215332,17.239999771118164,27.6299991607666,61.27000045776367,493.32000732421875,466.7300109863281,65.05999755859375,156.6199951171875,271.7300109863281,140.23919677734375,27.59000015258789,103.68499755859375,279.70001220703125,54.47999954223633,2.859999895095825,17.139999389648438,147.02999877929688,41.06999969482422,145.67999267578125,127.68000030517578,39.06999969482422,129.41000366210938,496.239990234375,963.6599731445312,201.33999633789062,27.6299991607666,732.1699829101562,437.19000244140625,43.90999984741211,122.19999694824219,772.780029296875,9.239999771118164,60.22999954223633,302.9599914550781,211.4199981689453,141.75,218.6300048828125,44.33000183105469,77.05999755859375,172.41000366210938,634.5499877929688,175.89999389648438,63.68000030517578,34.84000015258789,156.2100067138672,147.47999572753906,57.52000045776367,101.08999633789062,2.1700000762939453,91.09700012207031,73.41000366210938,23.799999237060547,113.08999633789062,45.32500076293945,154.54017639160156,176.0800018310547,80.66999816894531,43.36000061035156,38.77000045776367,19.31999969482422,515.7100219726562,166.75999450683594,7791.5400390625,54.369998931884766,190.9499969482422,107.5199966430664,7.75,111.41000366210938,70.20999908447266,311.8500061035156,124.63999938964844,179.66000366210938,71.95999908447266,43.7400016784668,230.1199951171875,140.2899932861328,33.810001373291016,181.4199981689453,121.48999786376953,161.8300018310547,388.6600036621094,68.10600280761719,10.850000381469727,15.25,10.75,151.38800048828125,86.56999969482422,45.207862854003906,1.75,484.0,41.15999984741211,4.059999942779541,951.9099731445312,156.08999633789062,467.4800109863281,195.24000549316406,241.82000732421875,164.10000610351562,49.7400016784668,129.19000244140625,94.86000061035156
